,id,team,weight,height,jersey,year,position,name,school,color,alt_color,logos
110,4610131,Ohio,205.0,72.0,13.0,4.0,QB,Parker Navarro,Ohio,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']"
111,4709392,Ohio,226.0,73.0,2.0,4.0,RB,Anthony Tyus III,Ohio,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']"
112,4578436,Ohio,191.0,71.0,6.0,4.0,WR,Coleman Owen,Ohio,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']"
113,5081611,Ohio,257.0,77.0,85.0,1.0,TE,Mason Williams,Ohio,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']"
114,5092217,Ohio,211.0,75.0,44.0,2.0,PK,Gianni Spetic,Ohio,#295A29,#e4bb85,"['http://a.espncdn.com/i/teamlogos/ncaa/500/195.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/195.png']"
115,4431465,Texas Tech,220.0,74.0,2.0,3.0,QB,Behren Morton,Texas Tech,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']"
116,4429299,Texas Tech,230.0,70.0,28.0,4.0,RB,Tahj Brooks,Texas Tech,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']"
117,4575558,Texas Tech,195.0,73.0,3.0,4.0,WR,Josh Kelly,Texas Tech,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']"
118,4692538,Texas Tech,265.0,76.0,12.0,4.0,TE,Jalin Conyers,Texas Tech,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']"
119,4573434,Texas Tech,215.0,74.0,99.0,4.0,PK,Gino Garcia,Texas Tech,#CC0000,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2641.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2641.png']"
120,4869991,Western Kentucky,236.0,78.0,10.0,2.0,QB,Caden Veltkamp,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']"
121,4433945,Western Kentucky,198.0,70.0,3.0,4.0,RB,Elijah Young,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']"
122,4914830,Western Kentucky,190.0,69.0,8.0,2.0,WR,Easton Messer,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']"
123,4698179,Western Kentucky,242.0,76.0,87.0,3.0,TE,River Helms,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']"
124,5092504,Western Kentucky,187.0,71.0,17.0,2.0,PK,Lucas Carneiro,Western Kentucky,#F32026,#b3b5b8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/98.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/98.png']"
125,4870857,Kansas State,192.0,74.0,2.0,2.0,QB,Avery Johnson,Kansas State,#3c0969,#e2e3e4,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2306.png']"
126,4874509,Kansas State,212.0,73.0,31.0,3.0,RB,DJ Giddens,Kansas State,#3c0969,#e2e3e4,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2306.png']"
127,5121334,Kansas State,176.0,72.0,1.0,2.0,WR,Jayce Brown,Kansas State,#3c0969,#e2e3e4,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2306.png']"
128,4804882,Kansas State,238.0,77.0,86.0,2.0,TE,Garrett Oakley,Kansas State,#3c0969,#e2e3e4,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2306.png']"
129,5092224,Kansas State,190.0,71.0,35.0,1.0,PK,Simon McClannan,Kansas State,#3c0969,#e2e3e4,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2306.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2306.png']"
130,5080403,Arkansas State,201.0,72.0,1.0,2.0,QB,Jaylen Raynor,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']"
131,4700811,Arkansas State,197.0,69.0,2.0,3.0,RB,Ja'Quez Cross,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']"
132,4433901,Arkansas State,214.0,72.0,7.0,3.0,WR,Corey Rucker,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']"
133,4711409,Arkansas State,243.0,75.0,12.0,4.0,TE,Manny Stevenson Jr.,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']"
134,5125839,Arkansas State,202.0,72.0,34.0,2.0,PK,Clune Van Andel,Arkansas State,#e81018,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2032.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2032.png']"
135,4899046,Cincinnati,235.0,75.0,2.0,2.0,QB,Brendan Sorsby,Cincinnati,#E00122,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']"
136,4431431,Cincinnati,212.0,69.0,21.0,4.0,RB,Corey Kiner,Cincinnati,#E00122,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']"
137,4430817,Cincinnati,205.0,75.0,8.0,4.0,WR,Xzavier Henderson,Cincinnati,#E00122,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']"
138,4565859,Cincinnati,253.0,77.0,11.0,3.0,TE,Joe Royer,Cincinnati,#E00122,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']"
139,5161687,Cincinnati,204.0,72.0,96.0,4.0,PK,Nathan Hawks,Cincinnati,#E00122,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2132.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2132.png']"
140,4570057,Eastern Michigan,205.0,74.0,10.0,4.0,QB,Cole Snyder,Eastern Michigan,#00331b,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2199.png']"
141,4428018,Eastern Michigan,220.0,71.0,34.0,4.0,RB,Delbert Mimms III,Eastern Michigan,#00331b,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2199.png']"
142,4433855,Eastern Michigan,185.0,71.0,3.0,4.0,WR,Terry Lockett Jr.,Eastern Michigan,#00331b,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2199.png']"
143,4827049,Eastern Michigan,237.0,74.0,5.0,3.0,TE,Max Reese,Eastern Michigan,#00331b,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2199.png']"
144,4886806,Eastern Michigan,218.0,73.0,35.0,4.0,PK,Jesus Gomez,Eastern Michigan,#00331b,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2199.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2199.png']"
145,5150611,BYU,205.0,73.0,12.0,3.0,QB,Jake Retzlaff,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']"
146,4918126,BYU,225.0,74.0,27.0,2.0,RB,LJ Martin,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']"
147,4604004,BYU,195.0,72.0,17.0,3.0,WR,Keelan Marion,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']"
148,4569948,BYU,240.0,76.0,1.0,4.0,TE,Keanu Hill,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']"
149,4880198,BYU,175.0,75.0,44.0,3.0,PK,Will Ferrin,BYU,#003da5,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/252.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/252.png']"
150,5078810,Arizona State,200.0,74.0,10.0,1.0,QB,Sam Leavitt,Arizona State,#8e0c3a,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/9.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png']"
151,4696981,Arizona State,225.0,70.0,4.0,4.0,RB,Cam Skattebo,Arizona State,#8e0c3a,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/9.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png']"
152,4880281,Arizona State,185.0,74.0,-1.0,2.0,WR,Jordyn Tyson,Arizona State,#8e0c3a,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/9.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png']"
153,4431461,Arizona State,245.0,77.0,7.0,3.0,TE,Chamon Metayer,Arizona State,#8e0c3a,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/9.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png']"
154,5085533,Arizona State,205.0,71.0,30.0,2.0,PK,Ian Hershey,Arizona State,#8e0c3a,#ffc72c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/9.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/9.png']"
155,4432759,Baylor,220.0,76.0,13.0,3.0,QB,Sawyer Robertson,Baylor,#154734,#ffb81c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/239.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/239.png']"
156,4954455,Baylor,203.0,72.0,30.0,1.0,RB,Bryson Washington,Baylor,#154734,#ffb81c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/239.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/239.png']"
157,4879194,Baylor,218.0,73.0,34.0,3.0,WR,Josh Cameron,Baylor,#154734,#ffb81c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/239.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/239.png']"
158,4594749,Baylor,246.0,76.0,86.0,3.0,TE,Michael Trigg,Baylor,#154734,#ffb81c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/239.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/239.png']"
159,4879204,Baylor,194.0,73.0,98.0,3.0,PK,Isaiah Hankins,Baylor,#154734,#ffb81c,"['http://a.espncdn.com/i/teamlogos/ncaa/500/239.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/239.png']"
160,4870513,Boise State,203.0,70.0,4.0,2.0,QB,Maddux Madsen,Boise State,#0033a0,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']"
161,4890973,Boise State,215.0,69.0,2.0,3.0,RB,Ashton Jeanty,Boise State,#0033a0,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']"
162,5081322,Boise State,203.0,75.0,9.0,4.0,WR,Cameron Camper,Boise State,#0033a0,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']"
163,4687486,Boise State,240.0,75.0,85.0,3.0,TE,Matt Lauter,Boise State,#0033a0,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']"
164,4875653,Boise State,182.0,70.0,39.0,4.0,PK,Taren Schive,Boise State,#0033a0,#fa4616,"['http://a.espncdn.com/i/teamlogos/ncaa/500/68.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/68.png']"
165,4683423,Notre Dame,216.0,76.0,13.0,4.0,QB,Riley Leonard,Notre Dame,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']"
166,4870808,Notre Dame,206.0,72.0,4.0,2.0,RB,Jeremiyah Love,Notre Dame,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']"
167,4567545,Notre Dame,198.0,70.0,2.0,4.0,WR,Jayden Harrison,Notre Dame,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']"
168,4683243,Notre Dame,260.0,77.0,88.0,4.0,TE,Mitchell Evans,Notre Dame,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']"
169,4607894,Notre Dame,195.0,71.0,98.0,4.0,PK,Mitch Jeter,Notre Dame,#0c2340,#c99700,"['http://a.espncdn.com/i/teamlogos/ncaa/500/87.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/87.png']"
170,4875127,South Carolina,242.0,75.0,16.0,1.0,QB,LaNorris Sellers,South Carolina,#73000a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']"
171,4601080,South Carolina,230.0,72.0,5.0,4.0,RB,Raheim Sanders,South Carolina,#73000a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']"
172,4870745,South Carolina,235.0,77.0,8.0,2.0,WR,Nyck Harbor,South Carolina,#73000a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']"
173,4430482,South Carolina,259.0,76.0,6.0,4.0,TE,Joshua Simon,South Carolina,#73000a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']"
174,4427459,South Carolina,198.0,72.0,40.0,4.0,PK,Alex Herrera,South Carolina,#73000a,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2579.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2579.png']"
175,4682518,Middle Tennessee,205.0,73.0,11.0,3.0,QB,Nicholas Vattiato,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']"
176,4837462,Middle Tennessee,195.0,73.0,22.0,3.0,RB,Jaiden Credle,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']"
177,4701951,Middle Tennessee,180.0,72.0,1.0,3.0,WR,Omari Kelly,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']"
178,4611516,Middle Tennessee,212.0,76.0,83.0,4.0,TE,Holden Willis,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']"
179,4689969,Middle Tennessee,215.0,68.0,7.0,4.0,PK,Zeke Rankin,Middle Tennessee,#006db6,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2393.png']"
180,5151948,App State,220.0,75.0,4.0,4.0,QB,Joey Aguilar,App State,#ffcc00,#222222,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png']"
181,4432374,App State,220.0,73.0,3.0,4.0,RB,Ahmani Marshall,App State,#ffcc00,#222222,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png']"
182,5088336,App State,200.0,72.0,15.0,3.0,WR,Makai Jackson,App State,#ffcc00,#222222,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png']"
183,4431134,App State,240.0,75.0,87.0,4.0,TE,Eli Wilson,App State,#ffcc00,#222222,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png']"
184,4692893,App State,190.0,75.0,99.0,4.0,PK,Michael Hughes,App State,#ffcc00,#222222,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2026.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2026.png']"
185,4429801,Toledo,245.0,75.0,4.0,3.0,QB,Tucker Gleason,Toledo,#0a2240,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']"
186,4428606,Toledo,175.0,69.0,-1.0,4.0,RB,Jacquez Stuart,Toledo,#0a2240,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']"
187,4430254,Toledo,192.0,71.0,1.0,4.0,WR,Jerjuan Newton,Toledo,#0a2240,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']"
188,4362248,Toledo,250.0,78.0,88.0,4.0,TE,Anthony Torres,Toledo,#0a2240,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']"
189,5151693,Toledo,195.0,72.0,36.0,2.0,PK,Emilio Duran,Toledo,#0a2240,#ffcd00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2649.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2649.png']"
190,5091890,Ball State,192.0,71.0,3.0,1.0,QB,Kadin Semonza,Ball State,#DA0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2050.png']"
191,4877713,Ball State,198.0,71.0,14.0,4.0,RB,Braedon Sloan,Ball State,#DA0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2050.png']"
192,5151982,Ball State,196.0,74.0,8.0,4.0,WR,Malcolm Gillie,Ball State,#DA0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2050.png']"
193,4917427,Ball State,232.0,79.0,88.0,3.0,TE,Tanner Koziol,Ball State,#DA0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2050.png']"
194,5162686,Ball State,178.0,70.0,96.0,2.0,PK,Jackson Courville,Ball State,#DA0000,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2050.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2050.png']"
195,4360689,Louisville,225.0,77.0,9.0,4.0,QB,Tyler Shough,Louisville,#c9001f,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/97.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/97.png']"
196,5079349,Louisville,190.0,69.0,25.0,1.0,RB,Isaac Brown,Louisville,#c9001f,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/97.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/97.png']"
197,4431506,Louisville,195.0,75.0,1.0,4.0,WR,Ja'Corey Brooks,Louisville,#c9001f,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/97.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/97.png']"
198,4431346,Louisville,255.0,77.0,83.0,4.0,TE,Mark Redman,Louisville,#c9001f,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/97.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/97.png']"
199,4431434,Louisville,205.0,73.0,38.0,4.0,PK,Brock Travelstead,Louisville,#c9001f,#000000,"['http://a.espncdn.com/i/teamlogos/ncaa/500/97.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/97.png']"
200,4837248,California,225.0,77.0,15.0,2.0,QB,Fernando Mendoza,California,#031522,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/25.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/25.png']"
201,5114332,California,190.0,70.0,25.0,2.0,RB,Jaivian Thomas,California,#031522,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/25.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/25.png']"
202,5078312,California,210.0,74.0,13.0,1.0,WR,Nyziah Hunter,California,#031522,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/25.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/25.png']"
203,5085189,California,240.0,76.0,87.0,2.0,TE,Jack Endries,California,#031522,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/25.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/25.png']"
204,4578233,California,225.0,75.0,40.0,4.0,PK,Ryan Coe,California,#031522,#ffc423,"['http://a.espncdn.com/i/teamlogos/ncaa/500/25.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/25.png']"
205,4685345,Georgia Southern,210.0,73.0,12.0,2.0,QB,JC French,Georgia Southern,#003775,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']"
206,4610703,Georgia Southern,220.0,73.0,25.0,4.0,RB,Jalen White,Georgia Southern,#003775,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']"
207,4838527,Georgia Southern,200.0,74.0,19.0,2.0,WR,Josh Dallas,Georgia Southern,#003775,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']"
208,4567234,Georgia Southern,230.0,77.0,7.0,4.0,TE,Tyler Fromm,Georgia Southern,#003775,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']"
209,4691736,Georgia Southern,180.0,71.0,88.0,4.0,PK,Gavin Stewart,Georgia Southern,#003775,#f0f0f0,"['http://a.espncdn.com/i/teamlogos/ncaa/500/290.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/290.png']"
210,4889929,Texas,210.0,74.0,3.0,3.0,QB,Quinn Ewers,Texas,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']"
211,4871076,Texas,200.0,72.0,26.0,2.0,RB,Quintrevion Wisner,Texas,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']"
212,4701936,Texas,195.0,72.0,2.0,3.0,WR,Matthew Golden,Texas,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']"
213,4686728,Texas,250.0,77.0,85.0,4.0,TE,Gunnar Helm,Texas,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']"
214,4880347,Texas,185.0,72.0,45.0,4.0,PK,Bert Auburn,Texas,#c15d26,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/251.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/251.png']"
215,4429149,Nevada,207.0,74.0,2.0,3.0,QB,Brendon Lewis,Nevada,#002d62,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']"
216,4690811,Nevada,214.0,70.0,6.0,3.0,RB,Savion Red,Nevada,#002d62,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']"
217,4581750,Nevada,210.0,78.0,1.0,4.0,WR,Jaden Smith,Nevada,#002d62,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']"
218,4694468,Nevada,270.0,76.0,16.0,4.0,TE,Jace Henry,Nevada,#002d62,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']"
219,4685167,Nevada,179.0,69.0,18.0,4.0,PK,Matthew Killam,Nevada,#002d62,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2440.png']"
