,id,name,year,jersey,position,height,bat,throw,color,alt_color,logos,team
267,9215538,Alex Lane,4,10,1B,77,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Northeastern
268,8877906,Aidan Hunter,4,14,P,75,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Col. of Charleston
269,9115643,Will Baumhofer,4,42,OF,70,LEFT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Col. of Charleston
270,8873875,Dylan Johnson,4,9,C,73,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Col. of Charleston
271,9115663,Ethan Plyler,3,15,INF,72,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Col. of Charleston
272,9115652,Schley Gordy,2,3,UT,73,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Col. of Charleston
273,9115668,Landon Penfield,1,16,3B,73,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Col. of Charleston
274,8892905,Carter Bergman,3,26,C,74,RIGHT,RIGHT,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",Missouri State
275,8879294,Jake McCutcheon,3,1,OF,72,LEFT,RIGHT,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",Missouri State
276,9095616,Max Knight,2,24,UT,75,LEFT,LEFT,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",Missouri State
277,9095679,Jackson Holmes,4,88,P,76,RIGHT,RIGHT,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",Missouri State
278,8876436,Nick Rodriguez,4,3,INF,70,LEFT,RIGHT,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",Missouri State
279,9095659,Brant Kragel,3,35,1B,76,LEFT,RIGHT,#5F0000,#e8e8e8,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2623.png']",Missouri State
280,8884631,Connor Marshburn,2,25,P,78,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],UNCW
281,8887879,Bryan Arendt,4,12,C,74,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],UNCW
282,8891728,Alec DeMartino,4,5,OF,75,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],UNCW
283,9093009,Trevor Lucas,2,15,INF,72,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],UNCW
284,9093152,Ryker Galaska,4,32,UT,73,LEFT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],UNCW
285,9298461,Nicholas Finarelli,2,26,P,76,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],LIU
286,9298313,Tyler Benick,1,25,UT,76,BOTH,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],LIU
287,9298322,James Carter,1,32,None Listed,0,None Listed,None Listed,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],LIU
288,8897045,Benjamin Fierenzi,4,1,SS,69,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],LIU
289,8881841,Chandler Ketchup,2,42,OF,70,LEFT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],LIU
290,9299402,Joe Durso,4,51,c,0,None Listed,None Listed,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],LIU
291,8897865,Jack Power,4,8,C,75,LEFT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],LIU
292,9298428,Ryan Rivera,3,5,INF,73,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],LIU
293,9090487,Matthias Haas,4,9,INF,73,RIGHT,RIGHT,#006547,#468ac9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png']",Tulane
294,8888795,Trey Cehajic,4,99,P,80,RIGHT,RIGHT,#006547,#468ac9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png']",Tulane
295,8874801,Brock Slaton,4,7,OF,72,LEFT,LEFT,#006547,#468ac9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png']",Tulane
296,9218950,Jackson Emus,4,16,UT,77,BOTH,RIGHT,#006547,#468ac9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png']",Tulane
297,9090494,Hugh Pinkney,3,23,C,74,LEFT,RIGHT,#006547,#468ac9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png']",Tulane
298,8875683,Tracy Mitchem,3,40,1B,71,LEFT,LEFT,#006547,#468ac9,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2655.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2655.png']",Tulane
299,8898077,Ryan Reed,3,40,P,75,LEFT,LEFT,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",Pittsburgh
300,9102090,Caden Dulin,3,8,INF,71,RIGHT,RIGHT,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",Pittsburgh
301,9102204,Lorenzo Carrier,3,23,OF,77,RIGHT,RIGHT,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",Pittsburgh
302,8879532,Jayden Melendez,4,35,C,67,RIGHT,RIGHT,#003263,#231f20,"['http://a.espncdn.com/i/teamlogos/ncaa/500/221.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/221.png']",Pittsburgh
303,9096187,Jarrett Heilman,4,14,P,74,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Wright State
304,8877156,Patrick Fultz,3,7,INF,72,LEFT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Wright State
305,8900693,Boston Smith,4,18,C,70,LEFT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Wright State
306,9096204,Conlan Daniel,1,19,UT,72,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Wright State
307,9096153,Parker Falkenstein,1,1,OF,70,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Wright State
308,8887280,Ben Cleaver,2,48,P,0,None Listed,None Listed,#0033a0,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",Kentucky
309,9093453,Raphael Pelletier,4,4,C,0,None Listed,None Listed,#0033a0,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",Kentucky
310,8893711,Patrick Herrera,4,1,INF,0,None Listed,None Listed,#0033a0,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",Kentucky
311,9093466,Carson Hansen,2,34,OF,74,LEFT,LEFT,#0033a0,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",Kentucky
312,9093458,Cole Hage,4,12,UT,75,None Listed,None Listed,#0033a0,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/96.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/96.png']",Kentucky
313,9094999,Jimmy Evans,4,45,OF,69,LEFT,LEFT,#013088,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/150.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png']",Duke
314,8877399,Gabriel Nard,3,4,INF,71,RIGHT,RIGHT,#013088,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/150.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png']",Duke
315,8893598,Ryan Higgins,4,27,P,74,RIGHT,RIGHT,#013088,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/150.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png']",Duke
316,8887595,AJ Gracia,2,29,UT,75,LEFT,LEFT,#013088,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/150.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png']",Duke
317,8882708,Sam Harris,2,18,1B,77,LEFT,LEFT,#013088,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/150.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png']",Duke
318,8891760,Macon Winslow,2,6,C,72,RIGHT,RIGHT,#013088,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/150.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/150.png']",Duke
319,8878348,CJ Egrie,3,1,OF,70,RIGHT,RIGHT,#0a0a0a,#080808,"['http://a.espncdn.com/i/teamlogos/ncaa/500/107.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/107.png']",Holy Cross
320,8873855,Chris Baillargeon,4,12,1B,72,RIGHT,RIGHT,#0a0a0a,#080808,"['http://a.espncdn.com/i/teamlogos/ncaa/500/107.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/107.png']",Holy Cross
321,8902564,Colin Brown,2,13,C,71,RIGHT,RIGHT,#0a0a0a,#080808,"['http://a.espncdn.com/i/teamlogos/ncaa/500/107.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/107.png']",Holy Cross
322,8875929,Danny Macchiarola,3,20,P,74,LEFT,RIGHT,#0a0a0a,#080808,"['http://a.espncdn.com/i/teamlogos/ncaa/500/107.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/107.png']",Holy Cross
323,8876227,Alex Sandell,2,9,INF,70,RIGHT,RIGHT,#0a0a0a,#080808,"['http://a.espncdn.com/i/teamlogos/ncaa/500/107.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/107.png']",Holy Cross
324,9299167,Andrew Cheripka,1,36,C,0,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Mount St. Mary's
325,9299172,Serigne Sarre,1,41,P,0,LEFT,LEFT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Mount St. Mary's
326,9299176,Cameron Biller,1,43,UT,0,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Mount St. Mary's
327,9299133,Nolan Book,1,10,INF,0,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Mount St. Mary's
328,8874676,Evan Meier,2,1,OF,72,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Mount St. Mary's
329,9299154,Sam Grube,1,21,None Listed,0,LEFT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Mount St. Mary's
330,8876523,Maximus McCrary,3,11,1B,75,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Mount St. Mary's
331,9218911,Riley Black,4,22,C,70,LEFT,RIGHT,#5A4099,#ffde00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2635.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2635.png']",Tennessee Tech
332,8876828,Reece McDuffie,3,8,P,71,RIGHT,RIGHT,#5A4099,#ffde00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2635.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2635.png']",Tennessee Tech
333,8887678,Jackson Green,4,30,OF,72,RIGHT,RIGHT,#5A4099,#ffde00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2635.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2635.png']",Tennessee Tech
334,8896852,Owen Lee,1,11,INF,72,LEFT,RIGHT,#5A4099,#ffde00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2635.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2635.png']",Tennessee Tech
335,8902573,Kinnick Pusteoska,2,15,1B,77,LEFT,LEFT,#5A4099,#ffde00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2635.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2635.png']",Tennessee Tech
336,8888904,Lawson Stricklin,2,16,UT,71,RIGHT,RIGHT,#5A4099,#ffde00,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2635.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2635.png']",Tennessee Tech
337,9300160,Jayden Alvarez,1,8,pr/3b,0,None Listed,None Listed,#00483A,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png']",Wagner
338,8894572,Mateo Matthews,4,37,INF,77,LEFT,RIGHT,#00483A,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png']",Wagner
339,8887047,Jake Toporek,4,21,P,73,BOTH,LEFT,#00483A,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png']",Wagner
340,9299407,Jeffrey Delamota,4,44,ph,0,None Listed,None Listed,#00483A,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png']",Wagner
341,8879089,Bryce Phelps,4,30,OF,74,RIGHT,RIGHT,#00483A,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png']",Wagner
342,9300164,Andrew Ravelo,3,27,p,0,None Listed,None Listed,#00483A,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png']",Wagner
343,9299372,Xavier Ulrich,4,14,C,72,RIGHT,RIGHT,#00483A,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png']",Wagner
344,9300163,Andrew Marquis,1,29,c,0,None Listed,None Listed,#00483A,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png']",Wagner
345,9300165,Matt Sutera,1,3,ss,0,None Listed,None Listed,#00483A,#ffffff,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2681.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2681.png']",Wagner
346,9218503,Gavin Braunecker,4,35,P,73,LEFT,LEFT,#8e0b0b,#c8caca,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2046.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2046.png']",Austin Peay
347,9218502,Cameron Nickens,4,18,OF,75,RIGHT,RIGHT,#8e0b0b,#c8caca,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2046.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2046.png']",Austin Peay
348,8891432,Trevor Conley,4,2,C,71,LEFT,RIGHT,#8e0b0b,#c8caca,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2046.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2046.png']",Austin Peay
349,9111029,Gus Freeman,4,7,INF,72,RIGHT,RIGHT,#8e0b0b,#c8caca,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2046.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2046.png']",Austin Peay
350,9299958,Cole Johnson,1,34,1B,77,RIGHT,RIGHT,#8e0b0b,#c8caca,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2046.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2046.png']",Austin Peay
351,8902349,DJ Merriweather,2,20,UT,70,LEFT,LEFT,#8e0b0b,#c8caca,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2046.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2046.png']",Austin Peay
352,8885072,Ben Blair,2,16,P,0,RIGHT,RIGHT,#071740,#a61f21,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2335.png']",Liberty
353,9104554,Nick Barone,3,17,1B,72,RIGHT,RIGHT,#071740,#a61f21,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2335.png']",Liberty
354,9104617,Charlie Brinkman,1,29,C,0,RIGHT,RIGHT,#071740,#a61f21,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2335.png']",Liberty
355,9104552,Jaxon Sorenson,3,4,INF,0,LEFT,RIGHT,#071740,#a61f21,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2335.png']",Liberty
356,9104584,Michael Robertson,2,11,OF,74,LEFT,RIGHT,#071740,#a61f21,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2335.png']",Liberty
357,9104607,Tucker Moore,2,26,UT,73,BOTH,RIGHT,#071740,#a61f21,"['http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png', 'http://a.espncdn.com/i/teamlogos/ncaa/500-dark/2335.png']",Liberty
358,8874050,Price Allman,4,14,UT,75,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Oral Roberts
359,9102663,Nathan Love,3,26,P,74,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Oral Roberts
360,9102585,Keaton Campbell,3,23,INF,74,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Oral Roberts
361,9102331,Cooper Combs,4,12,OF,71,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Oral Roberts
362,9102327,Wailele Kane-Yates,3,11,C,72,RIGHT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],Oral Roberts
363,9101306,Zach Longshore,4,43,P,73,LEFT,LEFT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],New Orleans
364,9101294,Justin Best,1,24,OF,76,LEFT,RIGHT,#152532,#c8caca,[https://drive.google.com/drive-viewer/AKGpihaYb1Y1nEr1OtOU6402JARAiPa-6Moru1jZuz7Br_szY168Xq1E7MkBQHN6cMihX7ULokKQfUyKQP-JYZ05J_cdQ6JL1EKAPaM=w1920-h912],New Orleans
